check_number,initial_status,indexing_status,is_deleted,page_number,row_number
037710,Success,Success,0,3,3,
037710,Success,Success,0,3,4,
037710,Success,Success,0,3,5,
037710,Success,Success,1,4,2,
037710,Success,Success,1,4,3,
037710,Success,Success,1,4,4,
033156,Success,Success,0,3,3,
582618,Success,Success,0,3,5,
000867097,Success,Success,0,3,4,
064861,Success,Success,0,3,3,
1192670676,Success,Success,0,3,14,
916763,Success,Success,0,3,1,
916763,Success,Success,0,3,2,
916763,Success,Success,0,3,3,
063922,Success,Success,0,3,2,
059547,Success,Success,0,3,4,
059547,Success,Success,0,3,5,
059547,Success,Success,0,3,6,
34099,Success,Success,0,3,3,
1429117,AR Check Failed,AR Check Failed,0,2,2,
1429117,AR Check Failed,AR Check Failed,0,2,3,
1429117,AR Check Failed,AR Check Failed,0,2,4,
44946,AR Check Failed,AR Check Failed,0,2,4,
44946,AR Check Failed,AR Check Failed,0,2,5,
37735,AR Check Failed,AR Check Failed,0,2,2,
37735,AR Check Failed,AR Check Failed,0,2,3,
37735,AR Check Failed,AR Check Failed,0,2,4,
37735,AR Check Failed,AR Check Failed,0,2,5,
37735,AR Check Failed,AR Check Failed,0,2,6,
37735,AR Check Failed,AR Check Failed,0,2,7,
37735,AR Check Failed,AR Check Failed,0,2,8,
37735,AR Check Failed,AR Check Failed,0,2,9,
37735,AR Check Failed,AR Check Failed,0,2,10,
37735,AR Check Failed,AR Check Failed,0,2,11,
37735,AR Check Failed,AR Check Failed,0,2,12,
37735,AR Check Failed,AR Check Failed,0,2,13,
37735,AR Check Failed,AR Check Failed,0,2,14,
207980,AR Check Failed,AR Check Failed,0,2,2,
207980,AR Check Failed,AR Check Failed,0,2,3,
207980,AR Check Failed,AR Check Failed,0,2,4,
29740,Customer Master not found,Customer Master not found,0,3,3,
48860,Customer Master not found,Customer Master not found,0,2,7,
48860,Customer Master not found,Customer Master not found,0,2,8,
48860,Customer Master not found,Customer Master not found,1,3,17,
100002983,Recognized - Validation Failed,Recognized - Validation Failed,0,2,5,
100002983,Recognized - Validation Failed,Recognized - Validation Failed,0,2,6,
100002983,Recognized - Validation Failed,Recognized - Validation Failed,0,2,7,
100002983,Recognized - Validation Failed,Recognized - Validation Failed,0,2,8,
100002983,Recognized - Validation Failed,Recognized - Validation Failed,0,2,9,
100002983,Recognized - Validation Failed,Recognized - Validation Failed,0,2,10,
54119,Success,Success,0,2,2,
54119,Success,Success,0,2,3,
489,Success,Success,0,2,6,
9407,Success,Success,0,2,4,
29724,Success,Success,0,3,2,
94007888,Success,Success,0,2,2,
40251,Success,Success,0,2,3,
47655,Success,Success,0,2,2,
2554,Success,Success,0,2,3,
2554,Success,Success,0,2,5,
37768,Success,Success,0,2,2,
37768,Success,Success,0,2,3,
37768,Success,Success,0,2,4,
37768,Success,Success,0,2,5,
1540,Success,Success,0,2,3,
1540,Success,Success,0,2,4,
1540,Success,Success,0,2,5,
403657,Success,Success,0,2,7,
2000008302,Success,Success,0,2,16,
58008,Success,Success,0,3,2,
149657,Success,Success,0,2,4,
11724578,Success,Success,0,2,7,
11724578,Success,Success,0,2,8,
398201,Success,Success,0,2,2,
396483,Success,Success,0,2,2,
396483,Success,Success,0,2,3,
35531,Success,Success,0,2,3,
35531,Success,Success,0,2,4,
398563,Success,Success,0,2,2,
35611,Success,Success,0,2,3,
35611,Success,Success,0,2,4,
000304951,AR Check Failed,AR Check Failed,0,2,4,
000304951,AR Check Failed,AR Check Failed,0,2,5,
000304951,AR Check Failed,AR Check Failed,0,2,6,
00100596,AR Check Failed,AR Check Failed,0,2,2,
00100596,AR Check Failed,AR Check Failed,0,2,3,
00100596,AR Check Failed,AR Check Failed,0,2,4,
00100596,AR Check Failed,AR Check Failed,0,2,5,
00100596,AR Check Failed,AR Check Failed,0,2,6,
021416,AR Check Failed,AR Check Failed,0,2,3,
021416,AR Check Failed,AR Check Failed,0,2,4,
000327593,AR Check Failed,AR Check Failed,0,2,2,
000327593,AR Check Failed,AR Check Failed,0,2,3,
000327593,AR Check Failed,AR Check Failed,0,2,4,
022016,AR Check Failed,AR Check Failed,0,3,3,
022016,AR Check Failed,AR Check Failed,0,3,4,
022016,AR Check Failed,AR Check Failed,0,3,5,
022016,AR Check Failed,AR Check Failed,0,3,6,
022016,AR Check Failed,AR Check Failed,0,3,7,
022016,AR Check Failed,AR Check Failed,0,3,8,
022016,AR Check Failed,AR Check Failed,0,3,9,
022016,AR Check Failed,AR Check Failed,0,3,10,
072416,AR Check Failed,AR Check Failed,0,3,2,
072416,AR Check Failed,AR Check Failed,0,3,3,
064797,AR Check Failed,AR Check Failed,1,2,7,
064797,AR Check Failed,AR Check Failed,0,3,7,
064797,AR Check Failed,AR Check Failed,0,3,8,
064797,AR Check Failed,AR Check Failed,0,3,9,
064797,AR Check Failed,AR Check Failed,0,3,10,
005698,AR Check Failed,AR Check Failed,0,3,3,
005698,AR Check Failed,AR Check Failed,0,3,4,
014581,AR Check Failed,AR Check Failed,0,3,2,
014581,AR Check Failed,AR Check Failed,0,3,3,
014581,AR Check Failed,AR Check Failed,0,3,4,
014581,AR Check Failed,AR Check Failed,0,3,5,
00008888,AR Check Failed,AR Check Failed,0,3,2,
00008888,AR Check Failed,AR Check Failed,0,3,3,
010137,AR Check Failed,AR Check Failed,0,3,4,
010137,AR Check Failed,AR Check Failed,0,3,5,
010137,AR Check Failed,AR Check Failed,0,3,6,
010137,AR Check Failed,AR Check Failed,0,3,7,
010137,AR Check Failed,AR Check Failed,0,3,8,
010137,AR Check Failed,AR Check Failed,0,3,9,
010137,AR Check Failed,AR Check Failed,0,3,10,
800801669,AR Check Failed,AR Check Failed,0,3,2,
800801669,AR Check Failed,AR Check Failed,0,3,3,
800801669,AR Check Failed,AR Check Failed,0,3,4,
800801669,AR Check Failed,AR Check Failed,0,3,5,
800801669,AR Check Failed,AR Check Failed,0,3,6,
800801669,AR Check Failed,AR Check Failed,0,3,7,
800801669,AR Check Failed,AR Check Failed,0,3,8,
800801669,AR Check Failed,AR Check Failed,0,3,9,
800801669,AR Check Failed,AR Check Failed,0,3,10,
800801669,AR Check Failed,AR Check Failed,0,3,11,
88332,AR Check Failed,AR Check Failed,0,3,4,
88332,AR Check Failed,AR Check Failed,0,3,5,
88332,AR Check Failed,AR Check Failed,0,3,6,
88332,AR Check Failed,AR Check Failed,0,3,7,
88332,AR Check Failed,AR Check Failed,0,3,8,
88332,AR Check Failed,AR Check Failed,0,3,9,
88332,AR Check Failed,AR Check Failed,0,3,10,
88332,AR Check Failed,AR Check Failed,0,3,11,
88332,AR Check Failed,AR Check Failed,0,3,12,
88332,AR Check Failed,AR Check Failed,0,3,13,
005207525,AR Check Failed,AR Check Failed,0,3,2,
005207525,AR Check Failed,AR Check Failed,0,3,3,
005207525,AR Check Failed,AR Check Failed,0,3,4,
005207525,AR Check Failed,AR Check Failed,0,3,5,
005207525,AR Check Failed,AR Check Failed,0,3,6,
005207525,AR Check Failed,AR Check Failed,0,3,7,
005207525,AR Check Failed,AR Check Failed,0,3,8,
005207525,AR Check Failed,AR Check Failed,0,4,2,
005207525,AR Check Failed,AR Check Failed,0,4,3,
005207525,AR Check Failed,AR Check Failed,0,4,4,
005207525,AR Check Failed,AR Check Failed,0,4,5,
005207525,AR Check Failed,AR Check Failed,0,4,6,
005207525,AR Check Failed,AR Check Failed,0,4,7,
005207525,AR Check Failed,AR Check Failed,0,4,8,
005207525,AR Check Failed,AR Check Failed,0,4,9,
005207525,AR Check Failed,AR Check Failed,0,4,10,
005207525,AR Check Failed,AR Check Failed,0,4,11,
005207525,AR Check Failed,AR Check Failed,0,4,12,
005207525,AR Check Failed,AR Check Failed,0,4,13,
005207525,AR Check Failed,AR Check Failed,0,4,14,
005207525,AR Check Failed,AR Check Failed,0,4,15,
045594,Customer Master not found,Customer Master not found,0,2,8,
010762,Customer Master not found,Customer Master not found,0,2,3,
205765,Customer Master not found,Customer Master not found,0,3,4,
016267,Customer Master not found,Customer Master not found,0,2,2,
00298708,Customer Master not found,Customer Master not found,0,2,7,
00298708,Customer Master not found,Customer Master not found,0,2,8,
004922,Customer Master not found,Customer Master not found,0,2,3,
002563,Customer Master not found,Customer Master not found,0,2,3,
010554,Customer Master not found,Customer Master not found,0,2,3,
023583,Customer Master not found,Customer Master not found,0,2,3,
006724,Customer Master not found,Customer Master not found,0,2,3,
008925,Customer Master not found,Customer Master not found,0,2,2,
020653,Customer Master not found,Customer Master not found,0,3,4,
020653,Customer Master not found,Customer Master not found,0,3,5,
021595,Customer Master not found,Customer Master not found,0,3,3,
0000081458,Customer Master not found,Customer Master not found,0,3,3,
224324,Customer Master not found,Customer Master not found,0,3,6,
224324,Customer Master not found,Customer Master not found,0,3,7,
224324,Customer Master not found,Customer Master not found,0,3,8,
224324,Customer Master not found,Customer Master not found,0,3,9,
224324,Customer Master not found,Customer Master not found,0,3,10,
568817,Customer Master not found,Customer Master not found,0,3,4,
568817,Customer Master not found,Customer Master not found,0,3,5,
114971,Customer Master not found,Customer Master not found,0,3,3,
114971,Customer Master not found,Customer Master not found,0,3,4,
317602,Customer Master not found,Customer Master not found,0,3,3,
317602,Customer Master not found,Customer Master not found,0,3,4,
0003353421,Customer Master not found,Customer Master not found,0,3,14,
095563,Customer Master not found,Customer Master not found,0,3,4,
095563,Customer Master not found,Customer Master not found,0,3,5,
756221,Customer Master not found,Customer Master not found,1,2,8,
756221,Customer Master not found,Customer Master not found,0,3,2,
018562,Customer Master not found,Customer Master not found,0,3,4,
1472780,Customer Master not found,Customer Master not found,0,3,3,
1472780,Customer Master not found,Customer Master not found,0,3,4,
1472780,Customer Master not found,Customer Master not found,0,3,5,
033791,Customer Master not found,Customer Master not found,0,3,5,
112765,Customer Master not found,Customer Master not found,0,3,5,
112765,Customer Master not found,Customer Master not found,0,3,6,
058176,Customer Master not found,Customer Master not found,0,3,3,
003702,Customer Master not found,Customer Master not found,0,3,2,
00400448,Customer Master not found,Customer Master not found,0,4,4,
195923,Recognized - Validation Failed,Recognized - Validation Failed,0,3,2,
003061,Recognized - Validation Failed,Recognized - Validation Failed,0,3,3,
002127,Recognized - Validation Failed,Recognized - Validation Failed,0,2,6,
002127,Recognized - Validation Failed,Recognized - Validation Failed,0,3,3,
01829134,Recognized - Validation Failed,Recognized - Validation Failed,0,3,3,
097450,Recognized - Validation Failed,Recognized - Validation Failed,0,3,4,
097450,Recognized - Validation Failed,Recognized - Validation Failed,0,3,5,
097450,Recognized - Validation Failed,Recognized - Validation Failed,0,3,6,
00013506,Recognized - Validation Failed,Recognized - Validation Failed,0,3,3,
2080435116,Recognized - Validation Failed,Recognized - Validation Failed,1,3,4,
2080435116,Recognized - Validation Failed,Recognized - Validation Failed,0,3,6,
2080435116,Recognized - Validation Failed,Recognized - Validation Failed,0,3,7,
2080435116,Recognized - Validation Failed,Recognized - Validation Failed,0,3,8,
010788,Success,Success,0,2,2,
039950,Success,Success,0,2,1,
015554,Success,Success,0,2,3,
017115,Success,Success,0,2,3,
003047,Success,Success,0,2,6,
0000012893,Success,Success,0,2,3,
041484,Success,Success,0,2,3,
011686,Success,Success,0,2,3,
019112,Success,Success,0,2,3,
00100665,Success,Success,0,2,4,
0018049749,Success,Success,0,2,4,
305066,Success,Success,0,2,3,
001558,Success,Success,0,2,3,
038187,Success,Success,0,2,3,
107964,Success,Success,0,2,3,
034289,Success,Success,0,2,3,
0000096865,Success,Success,0,2,3,
0000096865,Success,Success,0,2,4,
0000096865,Success,Success,1,2,5,
000243,Success,Success,0,2,2,
004814,Success,Success,0,2,3,
465190,Success,Success,0,2,1,
431322,Success,Success,0,2,4,
431324,Success,Success,0,2,4,
431325,Success,Success,0,2,4,
252999,Success,Success,0,2,3,
063357,Success,Success,0,2,3,
009914,Success,Success,0,2,2,
009915,Success,Success,0,2,3,
004456,Success,Success,0,2,3,
018720,Success,Success,0,4,3,
018720,Success,Success,0,4,4,
103875,Success,Success,0,2,3,
00005467,Success,Success,0,2,3,
063168,Success,Success,0,2,6,
0156712,Success,Success,0,2,2,
090552,Success,Success,0,2,6,
132319,Success,Success,0,2,2,
132319,Success,Success,0,2,3,
132319,Success,Success,0,2,4,
431323,Success,Success,0,2,4,
013306,Success,Success,0,2,3,
183921,Success,Success,0,2,4,
018843,Success,Success,0,2,3,
292897,Success,Success,0,2,5,
194766,Success,Success,0,2,4,
008595,Success,Success,0,3,2,
008595,Success,Success,1,4,2,
008595,Success,Success,1,5,2,
016530,Success,Success,0,2,3,
000279,Success,Success,0,2,3,
096801,Success,Success,0,3,4,
250482,Success,Success,0,2,3,
084163,Success,Success,0,2,4,
085049,Success,Success,0,2,3,
010496,Success,Success,0,2,3,
031250,Success,Success,0,2,2,
269841,Success,Success,0,2,2,
016223,Success,Success,0,2,3,
000037516,Success,Success,0,2,2,
027054,Success,Success,0,2,3,
013133,Success,Success,0,2,3,
0048274,Success,Success,0,2,4,
0048274,Success,Success,0,2,5,
0048274,Success,Success,1,2,6,
023563,Success,Success,0,2,3,
001107,Success,Success,0,2,4,
099170,Success,Success,0,2,4,
079791,Success,Success,0,2,5,
423599,Success,Success,0,2,5,
013869,Success,Success,0,2,3,
062905,Success,Success,0,2,6,
000037475,Success,Success,0,2,2,
049421,Success,Success,0,2,5,
048107,Success,Success,0,2,2,
014729,Success,Success,0,2,3,
073854,Success,Success,0,2,2,
008378,Success,Success,0,2,3,
06087379,Success,Success,0,2,2,
108046,Success,Success,0,2,3,
035278,Success,Success,0,2,3,
023585,Success,Success,0,2,3,
023585,Success,Success,1,3,2,
013659,Success,Success,0,2,3,
059818,Success,Success,0,2,6,
034155,Success,Success,0,2,2,
161055,Success,Success,0,3,3,
005885,Success,Success,0,3,2,
009330,Success,Success,0,3,3,
00039854,Success,Success,0,3,5,
00039854,Success,Success,0,3,6,
00039854,Success,Success,0,3,7,
00039854,Success,Success,0,3,9,
00039854,Success,Success,0,3,10,
036287,Success,Success,0,3,3,
10049291,Success,Success,0,3,4,
021053,Success,Success,0,3,3,
0710285887,Success,Success,0,3,6,
0021047803,Success,Success,0,3,3,
070538,Success,Success,0,4,0,
9000012941,Success,Success,0,3,4,
222312,Success,Success,0,3,7,
052106,Success,Success,0,3,3,
041849,Success,Success,1,2,6,
041849,Success,Success,0,3,6,
00230029,Success,Success,0,3,1,
00001125,Success,Success,0,3,1,
00001125,Success,Success,0,3,2,
0002082042,Success,Success,0,3,6,
851461,Success,Success,0,3,3,
851461,Success,Success,0,3,4,
0000249148,Success,Success,0,3,5,
0670045658,Success,Success,0,3,5,
00010677,Success,Success,0,3,4,
015618,Success,Success,0,3,3,
00002865,Success,Success,0,3,6,
247789,Success,Success,0,3,4,
033463,Success,Success,0,3,3,
033463,Success,Success,0,3,4,
003187,Success,Success,0,3,2,
018975,Success,Success,0,3,3,
010706,Success,Success,0,3,6,
027042,Success,Success,0,3,2,
027042,Success,Success,0,3,3,
027042,Success,Success,0,3,4,
027042,Success,Success,0,3,5,
027042,Success,Success,0,3,6,
027042,Success,Success,0,3,7,
015291,Success,Success,0,3,3,
010493,Success,Success,0,3,3,
0000037348,Success,Success,0,3,5,
0000037348,Success,Success,0,3,6,
0000037348,Success,Success,0,3,7,
554694,Success,Success,0,3,3,
554291,Success,Success,0,3,6,
554291,Success,Success,0,3,7,
554291,Success,Success,0,3,8,
554291,Success,Success,0,3,9,
554291,Success,Success,0,3,10,
554291,Success,Success,0,3,11,
554291,Success,Success,0,3,12,
554291,Success,Success,0,3,13,
013782,Success,Success,0,3,3,
000247822,Success,Success,0,3,2,
207882,Success,Success,0,3,5,
000009001,Success,Success,0,3,2,
037733,Success,Success,0,3,3,
312292,Success,Success,0,3,4,
312292,Success,Success,0,3,5,
312292,Success,Success,0,3,6,
312292,Success,Success,0,3,7,
031742,Success,Success,0,3,4,
072129,Customer Master not found,Success,1,2,3,
170520,Success,Success,0,3,2,
610944,Success,Success,0,3,3,
250632,Success,Success,0,3,5,
250632,Success,Success,0,3,6,
797052,Success,Success,0,3,4,
797052,Success,Success,0,3,5,
797052,Success,Success,0,3,6,
797052,Success,Success,0,3,7,
797052,Success,Success,0,3,8,
797052,Success,Success,0,3,9,
797052,Success,Success,0,3,10,
797052,Success,Success,0,3,11,
797052,Success,Success,0,3,12,
797052,Success,Success,0,3,13,
797052,Success,Success,0,3,14,
797052,Success,Success,0,3,15,
797052,Success,Success,0,3,16,
797052,Success,Success,0,3,17,
460921,Success,Success,0,3,4,
00421764,Success,Success,0,3,7,
00421764,Success,Success,0,3,8,
058630,Success,Success,0,3,4,
140443,Success,Success,0,3,3,
014588,Success,Success,1,2,7,
014588,Success,Success,0,3,3,
0100129348,Success,Success,0,3,1,
00127237,Success,Success,0,3,2,
007136,Success,Success,0,3,2,
007136,Success,Success,0,3,3,
01101170,Success,Success,0,3,4,
280815,Success,Success,0,3,4,
045767,Success,Success,1,2,7,
045767,Success,Success,0,3,4,
948459,Success,Success,0,3,8,
377705,Success,Success,0,3,3,
014012,Success,Success,0,3,5,
25558,Success,Success,0,3,3,
001378,Success,Success,0,3,7,
001378,Success,Success,0,3,8,
299530,Success,Success,0,3,3,
141900,Success,Success,0,3,1,
4831865,Success,Success,0,3,5,
103948,Success,Success,0,3,3,
103948,Success,Success,0,3,4,
5606733,Success,Success,0,3,2,
5606733,Success,Success,0,3,3,
5606733,Success,Success,1,3,4,
061556,Success,Success,0,3,2,
010852,Success,Success,0,3,6,
00480671,Success,Success,1,2,6,
00480671,Success,Success,0,3,5,
012507,Success,Success,0,3,3,
082684,Success,Success,0,3,2,
018207,Success,Success,0,3,2,
1319910,Success,Success,0,3,4,
008565,Success,Success,0,3,2,
002940,Success,Success,0,3,4,
00222460,Success,Success,0,3,4,
152101,Success,Success,0,3,4,
091057,Success,Success,0,3,3,
030755,Success,Success,0,3,2,
030755,Success,Success,0,3,3,
030755,Success,Success,0,3,4,
021638,Success,Success,1,2,4,
021638,Success,Success,0,3,1,
000158990,Success,Success,0,3,4,
000158990,Success,Success,0,3,5,
70016000,Success,Success,0,3,4,
020109,Success,Success,1,2,5,
020109,Success,Success,0,3,3,
25982,Success,Success,0,3,4,
25981,Success,Success,0,3,4,
25981,Success,Success,0,3,5,
112180,Success,Success,0,3,2,
112180,Success,Success,0,3,3,
000040539,Success,Success,0,3,2,
161588,Success,Success,0,3,3,
208395,Success,Success,0,3,5,
208395,Success,Success,0,3,6,
395919,Success,Success,0,3,3,
00008149,Success,Success,0,3,4,
00583041,Success,Success,0,3,4,
006270,Success,Success,0,3,3,
002034,Success,Success,1,2,4,
002034,Success,Success,0,3,3,
163482,Success,Success,0,3,7,
163482,Success,Success,1,4,6,
0203030818,Success,Success,0,3,3,
103610,Success,Success,0,3,2,
363122,Success,Success,0,3,2,
363122,Success,Success,0,3,3,
363122,Success,Success,0,3,4,
00033031,Success,Success,0,3,4,
00033031,Success,Success,0,3,5,
00033031,Success,Success,0,3,6,
88231,Success,Success,1,2,4,
88231,Success,Success,0,3,4,
20100764,Success,Success,0,3,6,
20100764,Success,Success,0,3,8,
20100764,Success,Success,0,3,10,
20100764,Success,Success,0,3,12,
3069063,Success,Success,0,3,3,
00400433,Success,Success,0,3,4,
00400433,Success,Success,0,3,5,
0000139002,AR Check Failed,AR Check Failed,0,2,3,
0000139002,AR Check Failed,AR Check Failed,0,2,4,
009349,Customer Master not found,AR Check Failed,1,2,1,
009349,Customer Master not found,AR Check Failed,0,3,3,
018548,AR Check Failed,AR Check Failed,0,3,4,
018548,AR Check Failed,AR Check Failed,0,3,5,
018548,AR Check Failed,AR Check Failed,0,3,6,
0130004910,AR Check Failed,AR Check Failed,0,3,5,
0130004910,AR Check Failed,AR Check Failed,0,3,6,
0130004910,AR Check Failed,AR Check Failed,0,3,7,
267149,AR Check Failed,AR Check Failed,0,3,4,
267149,AR Check Failed,AR Check Failed,0,3,5,
267149,AR Check Failed,AR Check Failed,0,3,6,
8399,AR Check Failed,AR Check Failed,1,2,1,
8399,AR Check Failed,AR Check Failed,0,3,2,
8399,AR Check Failed,AR Check Failed,0,3,3,
084698,AR Check Failed,AR Check Failed,0,3,1,
084698,AR Check Failed,AR Check Failed,0,3,2,
003199,AR Check Failed,AR Check Failed,0,3,3,
003199,AR Check Failed,AR Check Failed,0,3,4,
003199,AR Check Failed,AR Check Failed,0,3,5,
091410,Customer Master not found,Customer Master not found,0,2,2,
091410,Customer Master not found,Customer Master not found,0,2,3,
101277,Customer Master not found,Customer Master not found,0,2,4,
001181509,Customer Master not found,Customer Master not found,0,2,3,
4000402571,Customer Master not found,Customer Master not found,0,3,10,
4000402571,Customer Master not found,Customer Master not found,0,3,12,
4000402571,Customer Master not found,Customer Master not found,0,3,14,
4000402571,Customer Master not found,Customer Master not found,0,3,16,
4000402571,Customer Master not found,Customer Master not found,0,3,18,
4000402571,Customer Master not found,Customer Master not found,0,3,20,
4000402571,Customer Master not found,Customer Master not found,0,3,22,
4000402571,Customer Master not found,Customer Master not found,0,3,24,
4000402571,Customer Master not found,Customer Master not found,0,3,26,
4000402571,Customer Master not found,Customer Master not found,0,3,28,
4000402571,Customer Master not found,Customer Master not found,0,3,30,
4000402571,Customer Master not found,Customer Master not found,0,3,32,
4000402571,Customer Master not found,Customer Master not found,0,3,34,
4000402571,Customer Master not found,Customer Master not found,0,3,36,
00046142,Customer Master not found,Customer Master not found,0,3,4,
00046142,Customer Master not found,Customer Master not found,0,3,5,
00046142,Customer Master not found,Customer Master not found,0,3,6,
00046142,Customer Master not found,Customer Master not found,0,3,7,
00046142,Customer Master not found,Customer Master not found,0,3,8,
266490,Customer Master not found,Customer Master not found,0,3,6,
266490,Customer Master not found,Customer Master not found,0,3,7,
4001181,Customer Master not found,Customer Master not found,1,2,5,
4001181,Customer Master not found,Customer Master not found,0,3,5,
4001181,Customer Master not found,Customer Master not found,0,3,6,
227125,Customer Master not found,Customer Master not found,0,3,4,
227125,Customer Master not found,Customer Master not found,0,3,5,
0068990,Customer Master not found,Customer Master not found,0,3,2,
0068990,Customer Master not found,Customer Master not found,0,3,3,
30258761,Customer Master not found,Customer Master not found,0,3,2,
143006,Customer Master not found,Customer Master not found,1,2,2,
143006,Customer Master not found,Customer Master not found,0,3,1,
143006,Customer Master not found,Customer Master not found,0,3,2,
143006,Customer Master not found,Customer Master not found,0,3,3,
048155,Customer Master not found,Customer Master not found,0,3,3,
048155,Customer Master not found,Customer Master not found,0,3,4,
001509,Customer Master not found,Customer Master not found,1,2,9,
001509,Customer Master not found,Customer Master not found,0,3,3,
4000402570,Customer Master not found,Customer Master not found,0,3,10,
4000402570,Customer Master not found,Customer Master not found,0,3,12,
4000402570,Customer Master not found,Customer Master not found,0,3,14,
4000402570,Customer Master not found,Customer Master not found,0,3,16,
4000402570,Customer Master not found,Customer Master not found,0,3,18,
4000402570,Customer Master not found,Customer Master not found,0,3,20,
4000402570,Customer Master not found,Customer Master not found,0,3,22,
4000402570,Customer Master not found,Customer Master not found,0,3,24,
4000402570,Customer Master not found,Customer Master not found,0,3,26,
4000402570,Customer Master not found,Customer Master not found,0,3,28,
4000402570,Customer Master not found,Customer Master not found,0,3,30,
4000402570,Customer Master not found,Customer Master not found,0,3,32,
4000402570,Customer Master not found,Customer Master not found,0,3,34,
4000402570,Customer Master not found,Customer Master not found,0,3,36,
044419,Recognized - Validation Failed,Recognized - Validation Failed,0,2,1,
044419,Recognized - Validation Failed,Recognized - Validation Failed,1,2,2,
044419,Recognized - Validation Failed,Recognized - Validation Failed,0,2,3,
044419,Recognized - Validation Failed,Recognized - Validation Failed,0,2,4,
010769,Recognized - Validation Failed,Recognized - Validation Failed,0,3,4,
010769,Recognized - Validation Failed,Recognized - Validation Failed,0,3,5,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,4,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,5,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,6,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,7,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,8,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,9,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,10,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,11,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,12,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,13,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,14,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,15,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,16,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,17,
002442,Recognized - Validation Failed,Recognized - Validation Failed,0,3,18,
51956059,Recognized - Validation Failed,Recognized - Validation Failed,0,3,4,
00661867,Customer Master not found,Recognized - Validation Failed,0,3,4,
197363,Recognized - Validation Failed,Recognized - Validation Failed,0,2,5,
197363,Recognized - Validation Failed,Recognized - Validation Failed,0,3,5,
197363,Recognized - Validation Failed,Recognized - Validation Failed,1,3,6,
039342,Success,Success,0,2,6,
030711,Success,Success,0,2,6,
003162,Success,Success,0,2,3,
003162,Success,Success,0,2,5,
027639,Success,Success,0,2,3,
091407,Success,Success,0,2,3,
091425,Success,Success,0,2,4,
091426,Success,Success,0,2,4,
096275,Success,Success,1,2,1,
096275,Success,Success,0,2,2,
246248,Success,Success,0,2,2,
000768,Success,Success,0,2,4,
009287,Success,Success,0,2,3,
011690,Success,Success,0,2,2,
011690,Success,Success,0,2,3,
015825,Success,Success,0,2,3,
006358,Success,Success,1,3,3,
006358,Success,Success,1,4,3,
006358,Success,Success,0,5,3,
006579,Success,Success,0,2,2,
013302,Success,Success,0,2,3,
019551,Success,Success,0,2,3,
019551,Success,Success,1,2,4,
0110144,Success,Success,0,2,3,
203296,Success,Success,0,2,3,
093285,Success,Success,0,2,3,
087628,Success,Success,0,4,2,
087628,Success,Success,0,4,3,
00070861,Success,Success,0,2,5,
003893,Success,Success,0,2,3,
003893,Success,Success,0,2,4,
003893,Success,Success,0,2,5,
003893,Success,Success,0,2,6,
003893,Success,Success,0,2,7,
003893,Success,Success,0,2,8,
003893,Success,Success,0,2,9,
017264,Success,Success,0,2,2,
017029,Success,Success,0,2,2,
043223,Success,Success,0,2,2,
081257,Success,Success,0,2,4,
013229,Success,Success,0,2,2,
010633,Success,Success,0,2,2,
010546,Success,Success,0,2,2,
10053378,Success,Success,0,2,5,
007873,Success,Success,0,2,2,
000084871,Success,Success,0,3,4,
00043410,Success,Success,0,3,3,
2500001620,Success,Success,0,3,12,
00001375,Success,Success,1,3,2,
00001375,Success,Success,0,3,4,
00004063,Success,Success,0,3,0,
00004063,Success,Success,0,3,1,
00004063,Success,Success,0,3,2,
00004063,Success,Success,0,3,3,
002510,Success,Success,0,3,3,
002510,Success,Success,1,4,3,
105762,Success,Success,0,3,3,
105762,Success,Success,0,3,4,
100581,Success,Success,0,3,2,
113651,Success,Success,0,3,3,
113651,Success,Success,0,3,4,
001300603,Success,Success,0,3,2,
082179984,Success,Success,0,3,2,
009102,Success,Success,0,3,3,
015018,Success,Success,0,3,3,
015018,Success,Success,0,3,4,
001883,Success,Success,0,3,2,
0181721,Success,Success,0,3,5,
0181721,Success,Success,0,3,6,
0029941,Success,Success,0,3,3,
181172,Success,Success,1,2,4,
181172,Success,Success,0,3,5,
181172,Success,Success,0,3,6,
181172,Success,Success,0,3,7,
091408,Success,Success,0,3,5,
019357,Success,Success,0,3,5,
067809,Success,Success,0,3,2,
00015263,Success,Success,1,2,5,
00015263,Success,Success,0,3,3,
0499392,Success,Success,0,3,0,
05992761,Success,Success,0,3,2,
05992761,Success,Success,0,3,3,
0000016180,Success,Success,0,3,3,
015360,Success,Success,0,3,3,
