check_number,initial_status,indexing_status,is_deleted,page_number,row_number
1256,Success,Success,0,2,5,
16768,Success,Success,0,3,3,
10122,Success,Success,0,2,6,
202162,Success,Success,0,2,3,
202162,Success,Success,0,2,4,
51692,Success,Success,0,2,4,
51692,Success,Success,0,2,5,
11724072,Success,Success,0,2,8,
18937,Success,Success,0,2,3,
18937,Success,Success,0,2,4,
18937,Success,Success,0,2,5,
7022934,Success,Success,0,2,5,
7022934,Success,Success,0,2,6,
7022934,Success,Success,0,2,7,
33730,Success,Success,0,2,3,
522543,Success,Success,0,3,2,
230121,Success,Success,0,2,3,
2152,Success,Success,1,3,4,
114128,Success,Success,0,2,3,
144326,Success,Success,0,2,5,
49269,Success,Success,0,2,1,
7009,Success,Success,0,3,3,
157000,Success,Success,0,2,19,
157000,Success,Success,0,2,20,
157000,Success,Success,0,2,21,
157000,Success,Success,0,2,22,
157000,Success,Success,0,2,23,
157000,Success,Success,0,2,24,
1143142,Success,Success,0,2,4,
1143142,Success,Success,0,2,5,
1143142,Success,Success,0,2,6,
18857,Success,Success,0,3,3,
2752257405011,AR Check Failed,Success,0,2,15,
11628,Success,Success,0,2,3,
177307,Success,Success,0,2,2,
57091,Success,Success,0,2,3,
160653,Success,Success,0,2,2,
160653,Success,Success,0,2,3,
9270,Success,Success,0,2,6,
61442,Success,Success,0,2,7,
7604,Success,Success,0,2,2,
12215,Success,Success,0,2,5,
12215,Success,Success,0,2,6,
171117,Success,Success,0,2,3,
171117,Success,Success,0,2,4,
16443,AR Check Failed,AR Check Failed,0,2,4,
16443,AR Check Failed,AR Check Failed,0,2,5,
16443,AR Check Failed,AR Check Failed,0,2,6,
53297,AR Check Failed,AR Check Failed,0,2,6,
53297,AR Check Failed,AR Check Failed,0,2,7,
2202,AR Check Failed,AR Check Failed,0,2,3,
2202,AR Check Failed,AR Check Failed,0,2,4,
2202,AR Check Failed,AR Check Failed,0,2,5,
2202,AR Check Failed,AR Check Failed,0,2,6,
2202,AR Check Failed,AR Check Failed,0,2,7,
2202,AR Check Failed,AR Check Failed,0,2,8,
2202,AR Check Failed,AR Check Failed,0,2,9,
57167,Customer Master not found,Customer Master not found,0,2,3,
57167,Customer Master not found,Customer Master not found,0,2,4,
44538,Customer Master not found,Customer Master not found,0,2,4,
44538,Customer Master not found,Customer Master not found,0,2,5,
44538,Customer Master not found,Customer Master not found,0,2,6,
44538,Customer Master not found,Customer Master not found,0,2,7,
3956,Customer Master not found,Customer Master not found,0,2,4,
3956,Customer Master not found,Customer Master not found,0,2,5,
3956,Customer Master not found,Customer Master not found,0,2,6,
3956,Customer Master not found,Customer Master not found,0,2,7,
119007,Customer Master not found,Customer Master not found,0,2,4,
119007,Customer Master not found,Customer Master not found,0,2,5,
119007,Customer Master not found,Customer Master not found,0,2,6,
119007,Customer Master not found,Customer Master not found,0,2,7,
119007,Customer Master not found,Customer Master not found,0,2,8,
119007,Customer Master not found,Customer Master not found,0,2,9,
119007,Customer Master not found,Customer Master not found,0,2,10,
21212,Success,Success,0,2,3,
502051,Success,Success,0,2,3,
502051,Success,Success,0,2,4,
73899,Success,Success,0,3,5,
276985,Success,Success,0,2,3,
77614,Success,Success,0,2,3,
3795,Customer Master not found,Success,0,2,7,
13905,Success,Success,0,2,4,
13905,Success,Success,0,2,5,
4973,Success,Success,0,2,4,
4973,Success,Success,0,2,5,
4973,Success,Success,0,2,6,
2402,Success,Success,0,2,2,
2402,Success,Success,0,2,3,
2402,Success,Success,0,2,4,
2402,Success,Success,0,2,5,
2402,Success,Success,0,2,6,
2402,Success,Success,0,2,7,
237044,Success,Success,0,2,1,
122299,Success,Success,0,3,6,
6938,Success,Success,0,2,4,
1149,Success,Success,0,2,2,
1149,Success,Success,0,2,3,
1149,Success,Success,0,2,4,
10786,Success,Success,0,2,3,
10786,Success,Success,0,2,4,
7327,Success,Success,0,2,6,
9446,Success,Success,0,2,6,
9446,Success,Success,0,2,7,
11275,Success,Success,0,2,5,
11275,Success,Success,0,2,6,
4253,Success,Success,0,2,3,
4253,Success,Success,0,2,4,
105651,Success,Success,0,2,5,
118980,Success,Success,0,2,14,
2329,Success,Success,0,2,3,
6338,Success,Success,0,3,4,
44251,Customer Master not found,Success,0,2,4,
062579,AR Check Failed,AR Check Failed,1,2,6,
062579,AR Check Failed,AR Check Failed,0,3,3,
062579,AR Check Failed,AR Check Failed,0,3,4,
062579,AR Check Failed,AR Check Failed,0,3,5,
055196,AR Check Failed,AR Check Failed,0,3,4,
055196,AR Check Failed,AR Check Failed,0,3,5,
055196,AR Check Failed,AR Check Failed,0,3,6,
110022266,AR Check Failed,AR Check Failed,0,3,2,
110022266,AR Check Failed,AR Check Failed,0,3,4,
6906008734,AR Check Failed,AR Check Failed,0,3,3,
6906008734,AR Check Failed,AR Check Failed,1,3,4,
6906008734,AR Check Failed,AR Check Failed,0,3,6,
6906008734,AR Check Failed,AR Check Failed,0,3,7,
016951,AR Check Failed,AR Check Failed,0,3,2,
016951,AR Check Failed,AR Check Failed,0,3,3,
016951,AR Check Failed,AR Check Failed,0,3,4,
338607,AR Check Failed,AR Check Failed,0,3,4,
338607,AR Check Failed,AR Check Failed,0,3,5,
338607,AR Check Failed,AR Check Failed,0,3,6,
338607,AR Check Failed,AR Check Failed,0,3,7,
338607,AR Check Failed,AR Check Failed,0,3,8,
0000009119,AR Check Failed,AR Check Failed,0,3,13,
0000009119,AR Check Failed,AR Check Failed,0,3,14,
0000009119,AR Check Failed,AR Check Failed,0,3,15,
0000009119,AR Check Failed,AR Check Failed,0,3,16,
0000009119,AR Check Failed,AR Check Failed,0,3,17,
008496,AR Check Failed,AR Check Failed,0,3,3,
008496,AR Check Failed,AR Check Failed,0,3,4,
008496,AR Check Failed,AR Check Failed,0,3,5,
000016102,Customer Master not found,Customer Master not found,0,2,1,
000016102,Customer Master not found,Customer Master not found,0,2,2,
01068063,Customer Master not found,Customer Master not found,0,3,3,
01068063,Customer Master not found,Customer Master not found,0,3,4,
0043576646,Customer Master not found,Customer Master not found,0,3,2,
0043576646,Customer Master not found,Customer Master not found,0,3,3,
0000009540,Customer Master not found,Customer Master not found,0,3,10,
0000009540,Customer Master not found,Customer Master not found,0,3,14,
2080435139,Customer Master not found,Customer Master not found,0,3,6,
060318,Customer Master not found,Customer Master not found,0,3,2,
060318,Customer Master not found,Customer Master not found,0,3,3,
060318,Customer Master not found,Customer Master not found,0,3,4,
060318,Customer Master not found,Customer Master not found,0,3,5,
060318,Customer Master not found,Customer Master not found,0,3,6,
062418,Recognized - Validation Failed,Recognized - Validation Failed,0,3,3,
062418,Recognized - Validation Failed,Recognized - Validation Failed,0,3,4,
062418,Recognized - Validation Failed,Recognized - Validation Failed,0,3,5,
062418,Recognized - Validation Failed,Recognized - Validation Failed,1,3,6,
062418,Recognized - Validation Failed,Recognized - Validation Failed,1,3,7,
062418,Recognized - Validation Failed,Recognized - Validation Failed,0,3,8,
062418,Recognized - Validation Failed,Recognized - Validation Failed,0,3,9,
0060069123,Recognized - Validation Failed,Recognized - Validation Failed,0,3,2,
067386,Success,Success,0,2,2,
041105,Success,Success,0,2,7,
041105,Success,Success,0,2,8,
059807,Success,Success,0,2,0,
046068,Success,Success,0,2,2,
046068,Success,Success,0,2,3,
046068,Success,Success,0,2,4,
060092,Success,Success,0,2,2,
008425,Success,Success,0,2,3,
078811,Success,Success,0,2,3,
078811,Success,Success,0,2,4,
078811,Success,Success,0,2,5,
008426,Success,Success,0,2,3,
000711373,Success,Success,0,2,4,
002728,Success,Success,0,2,4,
085039,Success,Success,0,2,6,
005115,Success,Success,0,2,3,
177087,Success,Success,0,2,3,
999045,Success,Success,0,2,3,
999045,Success,Success,0,2,4,
999045,Success,Success,0,2,5,
999045,Success,Success,0,2,6,
999045,Success,Success,0,2,7,
999045,Success,Success,0,2,8,
999045,Success,Success,0,2,9,
999045,Success,Success,0,2,10,
999045,Success,Success,0,2,11,
999045,Success,Success,0,2,12,
004681,Success,Success,0,2,6,
012068,Success,Success,0,2,4,
076017,Success,Success,0,2,4,
022382,Success,Success,0,2,2,
016914,Success,Success,0,2,3,
016914,Success,Success,0,2,4,
034983,Success,Success,0,2,3,
231196,Success,Success,0,2,3,
231196,Success,Success,0,2,4,
231276,Success,Success,0,2,3,
231276,Success,Success,0,2,4,
231276,Success,Success,0,2,5,
231257,Success,Success,0,6,3,
231257,Success,Success,0,6,4,
231257,Success,Success,0,6,5,
231257,Success,Success,0,6,6,
231257,Success,Success,0,6,7,
231257,Success,Success,0,6,8,
231257,Success,Success,0,6,9,
231257,Success,Success,0,6,10,
231257,Success,Success,0,6,11,
231257,Success,Success,0,6,12,
231257,Success,Success,0,6,13,
231034,Success,Success,0,2,3,
231034,Success,Success,0,2,4,
231034,Success,Success,0,2,5,
149755,Success,Success,0,2,3,
025137,Success,Success,0,2,3,
00003642,Success,Success,0,3,3,
00003641,Success,Success,0,3,3,
00228584,Success,Success,0,3,3,
00228584,Success,Success,0,3,4,
00228584,Success,Success,0,3,5,
00228584,Success,Success,0,3,6,
00228584,Success,Success,0,3,7,
009594,Success,Success,0,3,4,
1000356444,Success,Success,0,3,2,
700545475,Success,Success,0,3,15,
1569185,Success,Success,0,3,13,
14382351,Success,Success,0,3,19,
3800128530,Success,Success,0,3,5,
3800128530,Success,Success,0,3,6,
2029476,Success,Success,0,3,4,
015447,Success,Success,0,3,3,
00110036,Success,Success,0,3,7,
0021674576,Success,Success,0,3,3,
0021674576,Success,Success,0,3,4,
070420,Success,Success,0,3,2,
0037208,Success,Success,0,3,3,
6001483,Success,Success,0,3,3,
250868,Success,Success,0,3,5,
007958,Success,Success,0,3,1,
0050041389,Success,Success,1,2,6,
0050041389,Success,Success,0,3,12,
0050041389,Success,Success,0,3,13,
0017004377,Success,Success,0,3,3,
044493,Success,Success,0,3,7,
005902,Success,Success,0,3,3,
005902,Success,Success,0,3,4,
005902,Success,Success,0,3,5,
0001167544,Success,Success,0,3,2,
009190,Success,Success,0,3,4,
253191,Success,Success,0,3,3,
079611,Success,Success,0,3,5,
079611,Success,Success,0,3,6,
001763,Success,Success,0,3,2,
001763,Success,Success,1,4,3,
4900327939,Success,Success,0,3,15,
4900327939,Success,Success,0,3,16,
0006022529,Success,Success,0,3,7,
017991,Success,Success,0,3,3,
0000894609,Success,Success,0,3,13,
463424,Success,Success,0,3,2,
463424,Success,Success,0,3,3,
0056261,Success,Success,1,2,6,
0056261,Success,Success,0,3,3,
0056261,Success,Success,1,3,4,
020362,Success,Success,0,3,3,
078733,Success,Success,0,3,3,
012053,Success,Success,0,3,4,
012714,Success,Success,0,3,3,
0021675259,Success,Success,0,3,3,
0000276789,Success,Success,0,3,15,
201374,Success,Success,0,3,2,
134288,Success,Success,0,3,4,
0000042607,Success,Success,0,3,13,
062579,AR Check Failed,AR Check Failed,1,2,6,
062579,AR Check Failed,AR Check Failed,0,3,3,
062579,AR Check Failed,AR Check Failed,0,3,4,
062579,AR Check Failed,AR Check Failed,0,3,5,
055196,AR Check Failed,AR Check Failed,0,3,4,
055196,AR Check Failed,AR Check Failed,0,3,5,
055196,AR Check Failed,AR Check Failed,0,3,6,
110022266,AR Check Failed,AR Check Failed,0,3,2,
110022266,AR Check Failed,AR Check Failed,0,3,4,
6906008734,AR Check Failed,AR Check Failed,0,3,3,
6906008734,AR Check Failed,AR Check Failed,1,3,4,
6906008734,AR Check Failed,AR Check Failed,0,3,6,
6906008734,AR Check Failed,AR Check Failed,0,3,7,
016951,AR Check Failed,AR Check Failed,0,3,2,
016951,AR Check Failed,AR Check Failed,0,3,3,
016951,AR Check Failed,AR Check Failed,0,3,4,
338607,AR Check Failed,AR Check Failed,0,3,4,
338607,AR Check Failed,AR Check Failed,0,3,5,
338607,AR Check Failed,AR Check Failed,0,3,6,
338607,AR Check Failed,AR Check Failed,0,3,7,
338607,AR Check Failed,AR Check Failed,0,3,8,
0000009119,AR Check Failed,AR Check Failed,0,3,13,
0000009119,AR Check Failed,AR Check Failed,0,3,14,
0000009119,AR Check Failed,AR Check Failed,0,3,15,
0000009119,AR Check Failed,AR Check Failed,0,3,16,
0000009119,AR Check Failed,AR Check Failed,0,3,17,
008496,AR Check Failed,AR Check Failed,0,3,3,
008496,AR Check Failed,AR Check Failed,0,3,4,
008496,AR Check Failed,AR Check Failed,0,3,5,
000016102,Customer Master not found,Customer Master not found,0,2,1,
000016102,Customer Master not found,Customer Master not found,0,2,2,
01068063,Customer Master not found,Customer Master not found,0,3,3,
01068063,Customer Master not found,Customer Master not found,0,3,4,
0043576646,Customer Master not found,Customer Master not found,0,3,2,
0043576646,Customer Master not found,Customer Master not found,0,3,3,
0000009540,Customer Master not found,Customer Master not found,0,3,10,
0000009540,Customer Master not found,Customer Master not found,0,3,14,
2080435139,Customer Master not found,Customer Master not found,0,3,6,
060318,Customer Master not found,Customer Master not found,0,3,2,
060318,Customer Master not found,Customer Master not found,0,3,3,
060318,Customer Master not found,Customer Master not found,0,3,4,
060318,Customer Master not found,Customer Master not found,0,3,5,
060318,Customer Master not found,Customer Master not found,0,3,6,
062418,Recognized - Validation Failed,Recognized - Validation Failed,0,3,3,
062418,Recognized - Validation Failed,Recognized - Validation Failed,0,3,4,
062418,Recognized - Validation Failed,Recognized - Validation Failed,0,3,5,
062418,Recognized - Validation Failed,Recognized - Validation Failed,1,3,6,
062418,Recognized - Validation Failed,Recognized - Validation Failed,1,3,7,
062418,Recognized - Validation Failed,Recognized - Validation Failed,0,3,8,
062418,Recognized - Validation Failed,Recognized - Validation Failed,0,3,9,
0060069123,Recognized - Validation Failed,Recognized - Validation Failed,0,3,2,
067386,Success,Success,0,2,2,
041105,Success,Success,0,2,7,
041105,Success,Success,0,2,8,
059807,Success,Success,0,2,0,
046068,Success,Success,0,2,2,
046068,Success,Success,0,2,3,
046068,Success,Success,0,2,4,
060092,Success,Success,0,2,2,
008425,Success,Success,0,2,3,
078811,Success,Success,0,2,3,
078811,Success,Success,0,2,4,
078811,Success,Success,0,2,5,
008426,Success,Success,0,2,3,
000711373,Success,Success,0,2,4,
002728,Success,Success,0,2,4,
085039,Success,Success,0,2,6,
005115,Success,Success,0,2,3,
177087,Success,Success,0,2,3,
999045,Success,Success,0,2,3,
999045,Success,Success,0,2,4,
999045,Success,Success,0,2,5,
999045,Success,Success,0,2,6,
999045,Success,Success,0,2,7,
999045,Success,Success,0,2,8,
999045,Success,Success,0,2,9,
999045,Success,Success,0,2,10,
999045,Success,Success,0,2,11,
999045,Success,Success,0,2,12,
004681,Success,Success,0,2,6,
012068,Success,Success,0,2,4,
076017,Success,Success,0,2,4,
022382,Success,Success,0,2,2,
016914,Success,Success,0,2,3,
016914,Success,Success,0,2,4,
034983,Success,Success,0,2,3,
231196,Success,Success,0,2,3,
231196,Success,Success,0,2,4,
231276,Success,Success,0,2,3,
231276,Success,Success,0,2,4,
231276,Success,Success,0,2,5,
231257,Success,Success,0,6,3,
231257,Success,Success,0,6,4,
231257,Success,Success,0,6,5,
231257,Success,Success,0,6,6,
231257,Success,Success,0,6,7,
231257,Success,Success,0,6,8,
231257,Success,Success,0,6,9,
231257,Success,Success,0,6,10,
231257,Success,Success,0,6,11,
231257,Success,Success,0,6,12,
231257,Success,Success,0,6,13,
231034,Success,Success,0,2,3,
231034,Success,Success,0,2,4,
231034,Success,Success,0,2,5,
149755,Success,Success,0,2,3,
025137,Success,Success,0,2,3,
00003642,Success,Success,0,3,3,
00003641,Success,Success,0,3,3,
00228584,Success,Success,0,3,3,
00228584,Success,Success,0,3,4,
00228584,Success,Success,0,3,5,
00228584,Success,Success,0,3,6,
00228584,Success,Success,0,3,7,
009594,Success,Success,0,3,4,
1000356444,Success,Success,0,3,2,
700545475,Success,Success,0,3,15,
1569185,Success,Success,0,3,13,
14382351,Success,Success,0,3,19,
3800128530,Success,Success,0,3,5,
3800128530,Success,Success,0,3,6,
2029476,Success,Success,0,3,4,
015447,Success,Success,0,3,3,
00110036,Success,Success,0,3,7,
0021674576,Success,Success,0,3,3,
0021674576,Success,Success,0,3,4,
070420,Success,Success,0,3,2,
0037208,Success,Success,0,3,3,
6001483,Success,Success,0,3,3,
250868,Success,Success,0,3,5,
007958,Success,Success,0,3,1,
0050041389,Success,Success,1,2,6,
0050041389,Success,Success,0,3,12,
0050041389,Success,Success,0,3,13,
0017004377,Success,Success,0,3,3,
044493,Success,Success,0,3,7,
005902,Success,Success,0,3,3,
005902,Success,Success,0,3,4,
005902,Success,Success,0,3,5,
0001167544,Success,Success,0,3,2,
009190,Success,Success,0,3,4,
253191,Success,Success,0,3,3,
079611,Success,Success,0,3,5,
079611,Success,Success,0,3,6,
001763,Success,Success,0,3,2,
001763,Success,Success,1,4,3,
4900327939,Success,Success,0,3,15,
4900327939,Success,Success,0,3,16,
0006022529,Success,Success,0,3,7,
017991,Success,Success,0,3,3,
0000894609,Success,Success,0,3,13,
463424,Success,Success,0,3,2,
463424,Success,Success,0,3,3,
0056261,Success,Success,1,2,6,
0056261,Success,Success,0,3,3,
0056261,Success,Success,1,3,4,
020362,Success,Success,0,3,3,
078733,Success,Success,0,3,3,
012053,Success,Success,0,3,4,
012714,Success,Success,0,3,3,
0021675259,Success,Success,0,3,3,
0000276789,Success,Success,0,3,15,
201374,Success,Success,0,3,2,
134288,Success,Success,0,3,4,
0000042607,Success,Success,0,3,13,
000052997,AR Check Failed,AR Check Failed,0,2,2,
000052997,AR Check Failed,AR Check Failed,0,2,3,
000052997,AR Check Failed,AR Check Failed,0,2,4,
000052997,AR Check Failed,AR Check Failed,0,2,5,
000052997,AR Check Failed,AR Check Failed,0,2,6,
042074,AR Check Failed,AR Check Failed,0,2,7,
042074,AR Check Failed,AR Check Failed,0,2,8,
042074,AR Check Failed,AR Check Failed,0,2,9,
0726792,AR Check Failed,AR Check Failed,0,3,6,
0726792,AR Check Failed,AR Check Failed,0,3,7,
0726792,AR Check Failed,AR Check Failed,0,3,8,
0726792,AR Check Failed,AR Check Failed,0,3,9,
079682,AR Check Failed,AR Check Failed,0,3,3,
079682,AR Check Failed,AR Check Failed,0,3,4,
079682,AR Check Failed,AR Check Failed,0,3,5,
079682,AR Check Failed,AR Check Failed,0,3,6,
001886,AR Check Failed,AR Check Failed,0,3,3,
001886,AR Check Failed,AR Check Failed,0,3,4,
001886,AR Check Failed,AR Check Failed,0,3,5,
001886,AR Check Failed,AR Check Failed,0,3,6,
001886,AR Check Failed,AR Check Failed,0,3,7,
001886,AR Check Failed,AR Check Failed,0,3,8,
51603,AR Check Failed,AR Check Failed,0,3,3,
51603,AR Check Failed,AR Check Failed,0,3,4,
51603,AR Check Failed,AR Check Failed,0,3,5,
51603,AR Check Failed,AR Check Failed,0,3,6,
51603,AR Check Failed,AR Check Failed,0,3,7,
51603,AR Check Failed,AR Check Failed,0,3,8,
51603,AR Check Failed,AR Check Failed,0,3,9,
24506566,AR Check Failed,AR Check Failed,0,3,7,
24506566,AR Check Failed,AR Check Failed,0,3,8,
003263,AR Check Failed,AR Check Failed,0,3,3,
003263,AR Check Failed,AR Check Failed,0,3,4,
003263,AR Check Failed,AR Check Failed,0,3,5,
003263,AR Check Failed,AR Check Failed,0,3,6,
003263,AR Check Failed,AR Check Failed,0,3,7,
0016947,AR Check Failed,AR Check Failed,0,4,5,
0016947,AR Check Failed,AR Check Failed,0,4,6,
0016947,AR Check Failed,AR Check Failed,0,4,7,
0016947,AR Check Failed,AR Check Failed,0,4,8,
0016947,AR Check Failed,AR Check Failed,0,4,9,
0016947,AR Check Failed,AR Check Failed,0,4,10,
049397,Customer Master not found,Customer Master not found,0,2,3,
017569,Customer Master not found,Customer Master not found,0,2,3,
002661,Customer Master not found,Customer Master not found,0,2,3,
057373,Customer Master not found,Customer Master not found,0,5,3,
057373,Customer Master not found,Customer Master not found,0,5,4,
0016580838,Customer Master not found,Customer Master not found,0,3,4,
129900,Customer Master not found,Customer Master not found,0,3,2,
129900,Customer Master not found,Customer Master not found,0,3,3,
129900,Customer Master not found,Customer Master not found,0,3,4,
25165,Customer Master not found,Customer Master not found,0,3,2,
106277,Customer Master not found,Customer Master not found,0,3,3,
610180,Customer Master not found,Customer Master not found,0,3,4,
610180,Customer Master not found,Customer Master not found,0,3,5,
610180,Customer Master not found,Customer Master not found,0,3,6,
610180,Customer Master not found,Customer Master not found,0,3,7,
2359553,Customer Master not found,Customer Master not found,0,3,5,
1109810,Customer Master not found,Customer Master not found,0,3,4,
1109810,Customer Master not found,Customer Master not found,0,3,5,
1109810,Customer Master not found,Customer Master not found,0,3,6,
1109810,Customer Master not found,Customer Master not found,0,3,7,
1109810,Customer Master not found,Customer Master not found,0,3,8,
1109810,Customer Master not found,Customer Master not found,0,3,9,
1109810,Customer Master not found,Customer Master not found,0,3,10,
1109810,Customer Master not found,Customer Master not found,0,3,11,
1109810,Customer Master not found,Customer Master not found,0,3,12,
0417989,Customer Master not found,Customer Master not found,0,3,4,
0417989,Customer Master not found,Customer Master not found,0,3,5,
0417989,Customer Master not found,Customer Master not found,0,3,6,
0417989,Customer Master not found,Customer Master not found,0,3,7,
0030057586,Customer Master not found,Customer Master not found,0,3,3,
01009906,Customer Master not found,Customer Master not found,1,2,6,
01009906,Customer Master not found,Customer Master not found,0,3,3,
01010706,Customer Master not found,Customer Master not found,0,3,3,
985222,Customer Master not found,Customer Master not found,1,2,3,
985222,Customer Master not found,Customer Master not found,0,3,3,
985222,Customer Master not found,Customer Master not found,0,3,4,
111827,Customer Master not found,Customer Master not found,0,3,3,
985524,Customer Master not found,Customer Master not found,0,3,2,
985524,Customer Master not found,Customer Master not found,0,3,3,
985524,Customer Master not found,Customer Master not found,0,3,4,
985524,Customer Master not found,Customer Master not found,0,3,5,
985524,Customer Master not found,Customer Master not found,0,3,6,
000053452,Customer Master not found,Customer Master not found,0,3,2,
000053452,Customer Master not found,Customer Master not found,0,3,3,
000053452,Customer Master not found,Customer Master not found,0,3,4,
000053452,Customer Master not found,Customer Master not found,0,3,5,
000053452,Customer Master not found,Customer Master not found,0,3,6,
000053452,Customer Master not found,Customer Master not found,0,3,7,
015733,Recognized - Validation Failed,Recognized - Validation Failed,0,2,2,
0040161273,Recognized - Validation Failed,Recognized - Validation Failed,0,3,2,
0040161273,Recognized - Validation Failed,Recognized - Validation Failed,0,3,3,
0040161273,Recognized - Validation Failed,Recognized - Validation Failed,0,3,4,
0040161273,Recognized - Validation Failed,Recognized - Validation Failed,0,3,5,
0030057618,Recognized - Validation Failed,Recognized - Validation Failed,0,3,3,
0030057618,Recognized - Validation Failed,Recognized - Validation Failed,0,3,4,
047970,Recognized - Validation Failed,Recognized - Validation Failed,0,3,1,
047970,Recognized - Validation Failed,Recognized - Validation Failed,0,3,2,
001263,Recognized - Validation Failed,Recognized - Validation Failed,0,3,4,
001263,Recognized - Validation Failed,Recognized - Validation Failed,0,3,5,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,3,4,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,3,5,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,3,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,4,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,5,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,6,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,7,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,8,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,9,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,10,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,11,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,12,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,13,
337570,Recognized - Validation Failed,Recognized - Validation Failed,0,4,14,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,3,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,4,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,5,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,6,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,7,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,8,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,9,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,10,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,11,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,12,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,13,
112014,Recognized - Validation Failed,Recognized - Validation Failed,0,3,14,
1115,Success,Success,0,2,2,
54135,Success,Success,0,3,2,
010560,Success,Success,0,2,3,
270720,Success,Success,0,2,2,
270720,Success,Success,0,2,3,
161093,Success,Success,0,2,5,
000946,Success,Success,0,2,1,
001462,Success,Success,0,2,3,
002184,Success,Success,0,3,5,
002183,Success,Success,0,3,5,
092216,Success,Success,0,2,2,
00422407,Success,Success,0,2,3,
032233,Success,Success,0,2,3,
003404,Success,Success,0,2,3,
002251,Success,Success,0,2,3,
049750,Success,Success,0,2,5,
027621,Success,Success,0,3,3,
011501,Success,Success,0,2,3,
00422490,Success,Success,0,2,3,
040248,Success,Success,0,2,2,
000001265,Success,Success,0,2,1,
009442,Success,Success,0,2,3,
074509,Success,Success,0,2,4,
000063166,Success,Success,0,2,1,
000063166,Success,Success,0,2,2,
075979,Success,Success,0,2,2,
335485,Success,Success,0,2,3,
065950,Success,Success,0,2,4,
043510,Success,Success,0,3,3,
043510,Success,Success,0,3,4,
00686257,Success,Success,0,3,3,
00686257,Success,Success,0,3,4,
00686257,Success,Success,0,3,5,
00686257,Success,Success,0,3,6,
016797,Success,Success,0,3,2,
010267,Success,Success,0,3,2,
800043454,Success,Success,0,3,2,
01754386,Success,Success,0,3,8,
71168606,Success,Success,0,3,15,
000043948,Success,Success,0,3,5,
910359410,Success,Success,0,3,14,
00996777,Success,Success,0,3,3,
00996777,Success,Success,0,3,4,
164956,Success,Success,0,3,4,
043222,Success,Success,0,3,3,
112079,Success,Success,0,3,3,
112079,Success,Success,0,3,4,
0190243,Success,Success,0,3,4,
0190243,Success,Success,1,3,5,
005325,Success,Success,0,3,5,
100645,Success,Success,0,3,2,
303945,Success,Success,0,3,2,
303945,Success,Success,1,3,3,
000688274,Success,Success,0,3,2,
1390433,Success,Success,0,3,3,
1390433,Success,Success,0,3,4,
1390433,Success,Success,0,3,5,
1390433,Success,Success,0,3,6,
1390433,Success,Success,0,3,7,
1390433,Success,Success,0,3,8,
1109811,Success,Success,0,3,4,
000700233,Success,Success,0,3,2,
204490,Success,Success,0,3,4,
152297,Success,Success,0,3,5,
000009253,Success,Success,0,3,3,
035399,Success,Success,0,3,2,
011776,Success,Success,0,3,4,
2448674,Success,Success,0,3,2,
0000647033,Success,Success,0,3,4,
018773,Success,Success,0,3,2,
018773,Success,Success,0,3,3,
018773,Success,Success,0,3,4,
011610,Success,Success,1,2,5,
011610,Success,Success,0,3,5,
027318,Success,Success,0,3,4,
196676,Success,Success,0,3,3,
107387,Success,Success,0,3,7,
026257,Success,Success,0,3,2,
3330118,Success,Success,0,3,18,
011831,Success,Success,0,3,4,
004737,Success,Success,0,3,2,
0006026922,Success,Success,0,3,8,
000150746,Success,Success,0,3,2,
106379,Success,Success,0,3,3,
71358,Success,Success,0,3,4,
94175745,Success,Success,0,3,4,
048743,Success,Success,0,3,4,
048743,Success,Success,0,3,5,
70045587,Success,Success,0,3,4,
112015,Success,Success,0,3,2,
00012718,Success,Success,1,2,4,
00012718,Success,Success,0,3,3,
0000108298,Success,Success,0,3,12,
000047265,AR Check Failed,AR Check Failed,0,4,2,
000047265,AR Check Failed,AR Check Failed,0,4,3,
